
schema_version,global_row_id,source_batch,source_file,source_row,keyword,normalized_keyword,search_intent,previous_position_raw,current_position_raw,position_change_raw,estimated_google_traffic,traffic_change_raw,search_volume,keyword_difficulty,cpc_usd,pinterest_url,pinterest_result_type,last_update_raw,serp_feature_changes,serp_features_new,serp_features_lost,top10_presence_signal,topic_cluster,content_role,priority_tier,ptra_fit_signal,ptra_fit_level_normalized,recommended_action,final_editorial_action,risk_flag,risk_flag_normalized,risk_reason,duplicate_keyword_count,duplicate_keyword_rank,is_duplicate_keyword,claude_code_instruction
claude_recipe_keyword_master_v1,11,batch_1,claude_code_recipe_keywords_clean (1).csv,11,cake recipes,cake recipes,Informational,0,4,new,355,0,14800,47,0.06,https://www.pinterest.com/bakingamoment/cake-recipes/,pinterest_board,25 min,,,,pinterest_in_top_10,Desserts & baking,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,12,batch_1,claude_code_recipe_keywords_clean (1).csv,12,chuck steak recipes,chuck steak recipes,Informational,42,2,40,346,0,9900,35,0.14,https://www.pinterest.com/michjbthemh/chuck-steak-recipes/,pinterest_board,4 days,,,,pinterest_in_top_10,Protein main dishes,recipe_article_candidate,P1,strong,high,candidate_for_first_batch,create_first_batch,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,13,batch_1,claude_code_recipe_keywords_clean (1).csv,13,easy to make asian food recipes,easy to make asian food recipes,Informational,0,2,new,316,0,2400,23,0.12,https://www.pinterest.com/katieworkman100/asian-inspired-recipes-from-the-mom-100/,pinterest_board,2 days,,,,pinterest_in_top_10,Asian recipes,recipe_article_candidate,P1,strong,high,candidate_for_first_batch,create_first_batch,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,14,batch_1,claude_code_recipe_keywords_clean (1).csv,14,asian dinner recipes,asian dinner recipes,Informational,4,1,3,313,0,2900,33,0.11,https://www.pinterest.com/katieworkman100/asian-inspired-recipes-from-the-mom-100/,pinterest_board,3 days,,,,pinterest_in_top_10,Asian recipes,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,15,batch_1,claude_code_recipe_keywords_clean (1).csv,15,allrecipes,allrecipes,"Informational, Navigational",0,3,new,301,0,301000,67,0.66,https://www.pinterest.com/allrecipes/,pinterest_profile,-60 min,,,,pinterest_in_top_10,Competitor / platform queries,research_only_or_exclude,EXCLUDE,weak,exclude,do_not_generate_article,exclude_from_generation,yes,caution,brand_or_navigational_query,1,1,no,Do not create a recipe article from this row. Keep it only for competitor/context review unless manually approved.
claude_recipe_keyword_master_v1,16,batch_1,claude_code_recipe_keywords_clean (1).csv,16,italian food recipes,italian food recipes,Informational,0,2,new,290,0,6600,34,0.21,https://www.pinterest.com/gdelaurentiis/classic-italian-recipes/,pinterest_board,Jul 03,,,,pinterest_in_top_10,Italian recipes,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,17,batch_1,claude_code_recipe_keywords_clean (1).csv,17,recipes for philadelphia cheesecake,recipes for philadelphia cheesecake,Informational,0,4,new,290,0,12100,34,0.14,https://www.pinterest.com/pin/oldfashioned-cheesecake-recipe-from-scratch--49680402132936053/,pinterest_pin,8 hours,,,,pinterest_in_top_10,Desserts & baking,recipe_article_candidate,P2,medium,medium,candidate_after_p1,create_after_p1_validation,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,18,batch_1,claude_code_recipe_keywords_clean (1).csv,18,copycat recipes,copycat recipes,Commercial,0,4,new,290,0,6600,38,0.08,https://www.pinterest.com/copykatrecipes/copykat-recipes/,pinterest_board,2 days,,,,pinterest_in_top_10,Copycat recipes,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,19,batch_1,claude_code_recipe_keywords_clean (1).csv,19,good housekeeping recipes,good housekeeping recipes,Informational,5,2,3,287,0,22200,46,0.05,https://www.pinterest.com/leer247/good-housekeeping-recipes/,pinterest_board,-560 min,"New: Related searches, Short videos.","Related searches, Short videos",,pinterest_in_top_10,Competitor / platform queries,research_only_or_exclude,EXCLUDE,weak,exclude,do_not_generate_article,exclude_from_generation,yes,caution,brand_or_navigational_query,1,1,no,Do not create a recipe article from this row. Keep it only for competitor/context review unless manually approved.
claude_recipe_keyword_master_v1,20,batch_1,claude_code_recipe_keywords_clean (1).csv,20,keto dessert recipes,keto dessert recipes,Informational,4,1,3,271,0,6600,25,0.04,https://www.pinterest.com/dreamaboutfood/keto-dessert-recipes/,pinterest_board,4 days,New: Video carousel. Lost: AI Overview.,Video carousel,AI Overview,pinterest_in_top_10,Desserts & baking,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,21,batch_1,claude_code_recipe_keywords_clean (1).csv,21,asian recipes,asian recipes,Informational,10,1,9,271,0,6600,28,0.13,https://www.pinterest.com/katieworkman100/asian-inspired-recipes-from-the-mom-100/,pinterest_board,2 days,,,,pinterest_in_top_10,Asian recipes,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,22,batch_1,claude_code_recipe_keywords_clean (1).csv,22,wonton wrapper recipes,wonton wrapper recipes,Informational,2,1,1,250,0,2400,13,0.04,https://www.pinterest.com/cookingwithk/perfect-wonton-wrapper-recipes/,pinterest_board,Jul 03,,,,pinterest_in_top_10,Asian recipes,recipe_article_candidate,P1,strong,high,candidate_for_first_batch,create_first_batch,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,23,batch_1,claude_code_recipe_keywords_clean (1).csv,23,food soul recipes,food soul recipes,Informational,4,2,2,249,0,5400,27,0.1,https://www.pinterest.com/mystuff60/soul-food-southern-recipes/,pinterest_board,4 days,New: Recipes.,Recipes,,pinterest_in_top_10,Southern soul food,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,24,batch_1,claude_code_recipe_keywords_clean (1).csv,24,sandwich recipes,sandwich recipes,Informational,0,3,new,243,0,8100,36,0.05,https://www.pinterest.com/jennycancook/yummy-sandwich-ideas/,pinterest_board,Jul 04,,,,pinterest_in_top_10,"Sides, casseroles & comfort food",pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,25,batch_1,claude_code_recipe_keywords_clean (1).csv,25,carnivore diet recipes,carnivore diet recipes,Informational,15,3,12,219,0,9900,17,0.19,https://www.pinterest.com/evypix/recipes-carnivore/,pinterest_board,Jul 03,New: Ads middle.,Ads middle,,pinterest_in_top_10,Health-focused recipes,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,26,batch_1,claude_code_recipe_keywords_clean (1).csv,26,recipes for fall,recipes for fall,Informational,3,1,2,218,0,1000,31,0.04,https://www.pinterest.com/cookingclassy/fall-recipes/,pinterest_board,Jun 29,,,,pinterest_in_top_10,Seasonal & occasion recipes,recipe_article_candidate,P1,strong,high,candidate_for_first_batch,create_first_batch,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,27,batch_1,claude_code_recipe_keywords_clean (1).csv,27,italian dinner recipes,italian dinner recipes,Informational,0,2,new,193,0,4400,35,0.05,https://www.pinterest.com/gdelaurentiis/classic-italian-recipes/,pinterest_board,3 days,,,,pinterest_in_top_10,Italian recipes,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,28,batch_1,claude_code_recipe_keywords_clean (1).csv,28,pizza sides recipes,pizza sides recipes,Informational,0,4,new,193,0,4400,25,0.03,https://www.pinterest.com/pin/11-tantalizing-side-dishes-for-your-pizza-party--148829962681587429/,pinterest_pin,Jul 02,,,,pinterest_in_top_10,Italian recipes,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,29,batch_1,claude_code_recipe_keywords_clean (1).csv,29,baking recipes,baking recipes,Informational,5,2,3,193,0,14800,80,0.18,https://www.pinterest.com/savorynothings/easy-baking-recipes/,pinterest_board,3 days,New: Video carousel. Lost: People also ask.,Video carousel,People also ask,pinterest_in_top_10,General recipe ideas,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,30,batch_1,claude_code_recipe_keywords_clean (1).csv,30,soul food recipes,soul food recipes,Informational,0,3,new,189,0,5400,34,0.1,https://www.pinterest.com/myliahd/soul-food-dinners/,pinterest_board,2 days,,,,pinterest_in_top_10,Southern soul food,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,31,batch_1,claude_code_recipe_keywords_clean (1).csv,31,ground venison recipes,ground venison recipes,Informational,5,4,1,188,0,9900,21,0.23,https://www.pinterest.com/primalpioneer/ground-venison-recipes/,pinterest_board,4 days,"New: AI Overview, Video carousel.","AI Overview, Video carousel",,pinterest_in_top_10,Protein main dishes,recipe_article_candidate,P2,medium,medium,candidate_after_p1,create_after_p1_validation,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,32,batch_1,claude_code_recipe_keywords_clean (1).csv,32,cheese and steak recipes,cheese and steak recipes,Informational,0,4,new,158,0,6600,41,0.03,https://www.pinterest.com/sharonlock919/philly-cheese-steaks/,pinterest_board,3 days,,,,pinterest_in_top_10,Protein main dishes,recipe_article_candidate,P3,low_to_medium,medium,keep_in_backlog,backlog_or_supporting_cluster,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,33,batch_1,claude_code_recipe_keywords_clean (1).csv,33,cranberry recipes,cranberry recipes,Informational,0,4,new,158,0,6600,42,0.04,https://www.pinterest.com/flouronmyface/cranberry-recipes/,pinterest_board,3 days,,,,pinterest_in_top_10,General recipe ideas,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,34,batch_1,claude_code_recipe_keywords_clean (1).csv,34,cook's kitchen recipes,cook's kitchen recipes,Informational,0,3,new,156,0,2400,48,0.77,https://www.pinterest.com/calabella/cook-s-country-tv-recipes/,pinterest_board,-515 min,,,,pinterest_in_top_10,Competitor / platform queries,research_only_or_exclude,EXCLUDE,weak,exclude,do_not_generate_article,exclude_from_generation,yes,caution,brand_or_navigational_query,1,1,no,Do not create a recipe article from this row. Keep it only for competitor/context review unless manually approved.
claude_recipe_keyword_master_v1,35,batch_1,claude_code_recipe_keywords_clean (1).csv,35,grits recipes,grits recipes,Informational,0,2,new,154,0,4400,41,0.08,https://www.pinterest.com/virginialwillis/grits-yall/,pinterest_board,Jul 04,,,,pinterest_in_top_10,"Sides, casseroles & comfort food",pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,36,batch_1,claude_code_recipe_keywords_clean (1).csv,36,asian cuisine recipes easy,asian cuisine recipes easy,Informational,6,2,4,144,0,2400,16,0.12,https://www.pinterest.com/katieworkman100/asian-inspired-recipes-from-the-mom-100/,pinterest_board,2 days,"New: Video carousel, Short videos.","Video carousel, Short videos",,pinterest_in_top_10,Asian recipes,recipe_article_candidate,P1,strong,high,candidate_for_first_batch,create_first_batch,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,37,batch_1,claude_code_recipe_keywords_clean (1).csv,37,easter brunch recipes,easter brunch recipes,Informational,3,1,2,142,0,1900,26,0.05,https://www.pinterest.com/gdelaurentiis/easter-brunch-ideas/,pinterest_board,Jun 28,New: Short videos. Lost: Recipes.,Short videos,Recipes,pinterest_in_top_10,Seasonal & occasion recipes,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,38,batch_1,claude_code_recipe_keywords_clean (1).csv,38,authentic italian recipes,authentic italian recipes,Informational,3,2,1,136,0,2900,46,0.04,https://www.pinterest.com/gdelaurentiis/classic-italian-recipes/,pinterest_board,3 days,New: AI Overview.,AI Overview,,pinterest_in_top_10,Italian recipes,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,39,batch_1,claude_code_recipe_keywords_clean (1).csv,39,weight watchers recipes,weight watchers recipes,Informational,8,4,4,133,0,12100,40,0.43,https://www.pinterest.com/recipegirl/weight-watchers-recipes/,pinterest_board,Jul 04,New: People also ask.,People also ask,,pinterest_in_top_10,Health-focused recipes,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,40,batch_1,claude_code_recipe_keywords_clean (1).csv,40,mixed drink recipes,mixed drink recipes,Informational,43,3,40,132,0,4400,49,0.29,https://www.pinterest.com/rgralitzer/alcohol-drink-recipes/,pinterest_board,3 days,Lost: Video carousel.,,Video carousel,pinterest_in_top_10,Drinks & beverages,research_only_or_exclude,EXCLUDE,weak,exclude,do_not_generate_article,exclude_from_generation,yes,caution,alcohol_topic_review_for_adsense_and_brand_fit,1,1,no,Do not create a recipe article from this row. Keep it only for competitor/context review unless manually approved.
claude_recipe_keyword_master_v1,41,batch_1,claude_code_recipe_keywords_clean (1).csv,41,alkaline recipes,alkaline recipes,Informational,0,1,new,132,0,1000,13,0.6,https://www.pinterest.com/solsoul334/alkaline-meals/,pinterest_board,Jun 15,,,,pinterest_in_top_10,Health-focused recipes,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,42,batch_1,claude_code_recipe_keywords_clean (1).csv,42,asian food recipes,asian food recipes,Informational,5,1,4,132,0,5400,32,0.13,https://www.pinterest.com/katieworkman100/asian-inspired-recipes-from-the-mom-100/,pinterest_board,2 days,"New: AI Overview, Image pack. Lost: Video carousel, People also ask.","AI Overview, Image pack","Video carousel, People also ask",pinterest_in_top_10,Asian recipes,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,43,batch_1,claude_code_recipe_keywords_clean (1).csv,43,recipes for low carb foods,recipes for low carb foods,Informational,0,4,new,129,0,5400,46,0.08,https://www.pinterest.com/delish/low-carb-recipes-%2B-meals/,pinterest_board,4 days,,,,pinterest_in_top_10,Health-focused recipes,recipe_article_candidate,P3,low_to_medium,medium,keep_in_backlog,backlog_or_supporting_cluster,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,44,batch_1,claude_code_recipe_keywords_clean (1).csv,44,bare contessa recipes,bare contessa recipes,Informational,0,4,new,123,0,1900,36,0.22,https://www.pinterest.com/inaofficial/best-of-barefoot-recipes/,pinterest_board,Jun 28,,,,pinterest_in_top_10,Competitor / platform queries,research_only_or_exclude,EXCLUDE,weak,exclude,do_not_generate_article,exclude_from_generation,yes,caution,brand_or_navigational_query,1,1,no,Do not create a recipe article from this row. Keep it only for competitor/context review unless manually approved.
claude_recipe_keyword_master_v1,45,batch_1,claude_code_recipe_keywords_clean (1).csv,45,easter sweets recipes,easter sweets recipes,Informational,3,2,1,111,0,8100,31,0.05,https://www.pinterest.com/sugarhero/easter-desserts-and-treats/,pinterest_board,Jul 04,New: Image pack.,Image pack,,pinterest_in_top_10,Desserts & baking,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,46,batch_1,claude_code_recipe_keywords_clean (1).csv,46,free gluten free recipes for dinner,free gluten free recipes for dinner,Informational,3,2,1,111,0,9900,32,0.1,https://www.pinterest.com/gfshoestring/gluten-free-dinner-recipes/,pinterest_board,3 days,,,,pinterest_in_top_10,Health-focused recipes,recipe_article_candidate,P1,strong,high,candidate_for_first_batch,create_first_batch,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,47,batch_1,claude_code_recipe_keywords_clean (1).csv,47,frozen fruit smoothie recipes,frozen fruit smoothie recipes,Informational,0,2,new,108,0,3600,26,0.1,https://www.pinterest.com/pin/94646029658233150/,pinterest_pin,2 days,,,,pinterest_in_top_10,Drinks & beverages,recipe_article_candidate,P1,strong,high,candidate_for_first_batch,create_first_batch,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,48,batch_1,claude_code_recipe_keywords_clean (1).csv,48,easy chicken and rice recipes,easy chicken and rice recipes,Informational,5,4,1,108,0,5400,51,0.24,https://www.pinterest.com/pin/quick-and-easy-chicken-and-rice-recipe--11329436558450087/,pinterest_pin,3 days,,,,pinterest_in_top_10,Protein main dishes,recipe_article_candidate,P3,low_to_medium,medium,keep_in_backlog,backlog_or_supporting_cluster,no,none,,1,1,no,Use as a potential recipe/article brief seed. Validate SERP intent and avoid copying Pinterest board structure.
claude_recipe_keyword_master_v1,49,batch_1,claude_code_recipe_keywords_clean (1).csv,49,vegetable casserole recipes,vegetable casserole recipes,Informational,0,4,new,108,0,3600,33,0.04,https://www.pinterest.com/cathygrandstaff/veggies-veggie-casseroles/,pinterest_board,-100 min,,,,pinterest_in_top_10,"Sides, casseroles & comfort food",pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,50,batch_1,claude_code_recipe_keywords_clean (1).csv,50,cuban food recipes,cuban food recipes,Informational,0,3,new,108,0,3600,14,0.03,https://www.pinterest.com/chefzeecooks/cuban-recipes/,pinterest_board,4 days,,,,pinterest_in_top_10,Latin & Caribbean recipes,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
claude_recipe_keyword_master_v1,51,batch_1,claude_code_recipe_keywords_clean (1).csv,51,italian cooking recipes,italian cooking recipes,Informational,0,3,new,106,0,1300,38,0.26,https://www.pinterest.com/gdelaurentiis/classic-italian-recipes/,pinterest_board,Jul 02,,,,pinterest_in_top_10,Italian recipes,pillar_or_cluster_taxonomy,PILLAR,medium,medium,use_for_cluster_mapping,use_for_cluster_mapping,no,none,,1,1,no,Use as a parent cluster or taxonomy signal. Do not treat as a single recipe brief without selecting a narrower long-tail angle.
