ID,Label,URL,Search Volume,Followers,Taxonomy,Related Interests
945304800991,easy dinner for two recipes,https://www.pinterest.com/ideas/easy-dinner-for-two-recipes/945304800991,1651,0,,
945863835524,cooking for two recipes,https://www.pinterest.com/ideas/cooking-for-two-recipes/945863835524,1560,0,"food and drink (https://app.pinclicks.com/keyword/food-and-drink/918530398158)
cooking method (https://app.pinclicks.com/keyword/cooking-method/906644424942)
cooking recipes easy simple (https://app.pinclicks.com/keyword/cooking-recipes-easy-simple/923721906917)","meals for two people (https://app.pinclicks.com/keyword/meals-for-two-people/895450591152)
2 person dinner recipes (https://app.pinclicks.com/keyword/2-person-dinner-recipes/927005566567)
recipes for 2 people dinner (https://app.pinclicks.com/keyword/recipes-for-2-people-dinner/917470099506)
supper for two (https://app.pinclicks.com/keyword/supper-for-two/947728672023)
cooking for one recipes (https://app.pinclicks.com/keyword/cooking-for-one-recipes/953275708659)
simple meals for two (https://app.pinclicks.com/keyword/simple-meals-for-two/893809169909)
cooking for 2 (https://app.pinclicks.com/keyword/cooking-for-2/903180677703)
quick dinner ideas for two (https://app.pinclicks.com/keyword/quick-dinner-ideas-for-two/960624212256)
recipes for two people (https://app.pinclicks.com/keyword/recipes-for-two-people/911048187503)
food for two (https://app.pinclicks.com/keyword/food-for-two/930685709223)"
945883255799,easy dinner recipes for two cheap quick,https://www.pinterest.com/ideas/easy-dinner-recipes-for-two-cheap-quick/945883255799,3396,0,"food and drink (https://app.pinclicks.com/keyword/food-and-drink/918530398158)
prepared meals (https://app.pinclicks.com/keyword/prepared-meals/899128095379)
easy meal recipes (https://app.pinclicks.com/keyword/easy-meal-recipes/905695066176)","cheap fast dinner recipes (https://app.pinclicks.com/keyword/cheap-fast-dinner-recipes/947029415514)
cheap quick dinner ideas (https://app.pinclicks.com/keyword/cheap-quick-dinner-ideas/919720213625)
lazy dinners (https://app.pinclicks.com/keyword/lazy-dinners/950074155675)
easy inexpensive dinners (https://app.pinclicks.com/keyword/easy-inexpensive-dinners/934873715480)
quick cheap meals (https://app.pinclicks.com/keyword/quick-cheap-meals/934820354279)
easy dinner recipes for family (https://app.pinclicks.com/keyword/easy-dinner-recipes-for-family/909729404599)
easy lunch ideas (https://app.pinclicks.com/keyword/easy-lunch-ideas/945266235222)
cheap simple dinners (https://app.pinclicks.com/keyword/cheap-simple-dinners/902160249351)
easy food recipes for dinner cheap (https://app.pinclicks.com/keyword/easy-food-recipes-for-dinner-cheap/919824745716)
supper ideas (https://app.pinclicks.com/keyword/supper-ideas/905530904186)"
946496293711,simple dinner recipes for two,https://www.pinterest.com/ideas/simple-dinner-recipes-for-two/946496293711,1551,0,"food and drink (https://app.pinclicks.com/keyword/food-and-drink/918530398158)
meal planning (https://app.pinclicks.com/keyword/meal-planning/956336077278)
dinner ideas (https://app.pinclicks.com/keyword/dinner-ideas/941940882114)","simple meals for two (https://app.pinclicks.com/keyword/simple-meals-for-two/893809169909)
easy dinner ideas for one (https://app.pinclicks.com/keyword/easy-dinner-ideas-for-one/946788738846)
quick and easy dinner ideas for two (https://app.pinclicks.com/keyword/quick-and-easy-dinner-ideas-for-two/938509597388)
quick dinner for 2 (https://app.pinclicks.com/keyword/quick-dinner-for-2/895847241519)
easy dinner recipes for 2 (https://app.pinclicks.com/keyword/easy-dinner-recipes-for-2/904336476064)
dinner for 2 ideas easy (https://app.pinclicks.com/keyword/dinner-for-2-ideas-easy/951800419621)
quick and easy dinner recipes for one (https://app.pinclicks.com/keyword/quick-and-easy-dinner-recipes-for-one/942018342132)
lazy dinners (https://app.pinclicks.com/keyword/lazy-dinners/950074155675)
easy dinner recipes for family (https://app.pinclicks.com/keyword/easy-dinner-recipes-for-family/909729404599)
quick and easy dinner recipes for two (https://app.pinclicks.com/keyword/quick-and-easy-dinner-recipes-for-two/958711435555)"
948193585638,mini crockpot recipes for two,https://www.pinterest.com/ideas/mini-crockpot-recipes-for-two/948193585638,1082,0,,
948227260808,fast and easy dinner recipes for two,https://www.pinterest.com/ideas/fast-and-easy-dinner-recipes-for-two/948227260808,2996,0,,
949835010673,easy healthy dinner recipes for two,https://www.pinterest.com/ideas/easy-healthy-dinner-recipes-for-two/949835010673,3541,0,,
950257909759,easy recipes for two,https://www.pinterest.com/ideas/easy-recipes-for-two/950257909759,2054,0,"food and drink (https://app.pinclicks.com/keyword/food-and-drink/918530398158)
prepared meals (https://app.pinclicks.com/keyword/prepared-meals/899128095379)
simple recipes (https://app.pinclicks.com/keyword/simple-recipes/905204542457)","simple meals for two (https://app.pinclicks.com/keyword/simple-meals-for-two/893809169909)
cooking for 2 (https://app.pinclicks.com/keyword/cooking-for-2/903180677703)
meals for two people (https://app.pinclicks.com/keyword/meals-for-two-people/895450591152)
easy dinner recipes for 2 (https://app.pinclicks.com/keyword/easy-dinner-recipes-for-2/904336476064)
quick dinner for 2 (https://app.pinclicks.com/keyword/quick-dinner-for-2/895847241519)
easy meal ideas (https://app.pinclicks.com/keyword/easy-meal-ideas/931687025921)
cooking for two recipes (https://app.pinclicks.com/keyword/cooking-for-two-recipes/945863835524)
quick and easy dinner ideas for two (https://app.pinclicks.com/keyword/quick-and-easy-dinner-ideas-for-two/938509597388)
quick and easy dinner recipes (https://app.pinclicks.com/keyword/quick-and-easy-dinner-recipes/926234979767)
easy recipes for one (https://app.pinclicks.com/keyword/easy-recipes-for-one/910113395942)"
954773143057,healthy easy dinner recipes for two,https://www.pinterest.com/ideas/healthy-easy-dinner-recipes-for-two/954773143057,1896,0,,
958711435555,quick and easy dinner recipes for two,https://www.pinterest.com/ideas/quick-and-easy-dinner-recipes-for-two/958711435555,3742,0,"food and drink (https://app.pinclicks.com/keyword/food-and-drink/918530398158)
meal planning and prep (https://app.pinclicks.com/keyword/meal-planning-and-prep/934748567864)
meal preparation (https://app.pinclicks.com/keyword/meal-preparation/903906939091)","lazy dinners (https://app.pinclicks.com/keyword/lazy-dinners/950074155675)
quick and easy dinner recipes for family (https://app.pinclicks.com/keyword/quick-and-easy-dinner-recipes-for-family/918904020595)
easy dinner recipes for family (https://app.pinclicks.com/keyword/easy-dinner-recipes-for-family/909729404599)
easy fast dinner recipes (https://app.pinclicks.com/keyword/easy-fast-dinner-recipes/946905918058)
quick dinner for 2 (https://app.pinclicks.com/keyword/quick-dinner-for-2/895847241519)
easy dinner ideas for 2 (https://app.pinclicks.com/keyword/easy-dinner-ideas-for-2/898014405231)
easy dinner recipes for 2 (https://app.pinclicks.com/keyword/easy-dinner-recipes-for-2/904336476064)
supper ideas (https://app.pinclicks.com/keyword/supper-ideas/905530904186)
easy lunch ideas (https://app.pinclicks.com/keyword/easy-lunch-ideas/945266235222)
meals for two people (https://app.pinclicks.com/keyword/meals-for-two-people/895450591152)"
960853958604,quick and easy dinner recipes for two simple weeknight meals,https://www.pinterest.com/ideas/quick-and-easy-dinner-recipes-for-two-simple-weeknight-meals/960853958604,1076,24072734,,
961050926907,recipes for dinner for two,https://www.pinterest.com/ideas/recipes-for-dinner-for-two/961050926907,1822,0,food and drink (https://app.pinclicks.com/keyword/food-and-drink/918530398158),"lazy dinners (https://app.pinclicks.com/keyword/lazy-dinners/950074155675)
quick dinner ideas for two (https://app.pinclicks.com/keyword/quick-dinner-ideas-for-two/960624212256)
quick and easy dinner ideas for two (https://app.pinclicks.com/keyword/quick-and-easy-dinner-ideas-for-two/938509597388)
easy dinner recipes for 2 (https://app.pinclicks.com/keyword/easy-dinner-recipes-for-2/904336476064)
easy dinner recipes for family (https://app.pinclicks.com/keyword/easy-dinner-recipes-for-family/909729404599)
supper ideas (https://app.pinclicks.com/keyword/supper-ideas/905530904186)
quick and easy dinner recipes (https://app.pinclicks.com/keyword/quick-and-easy-dinner-recipes/926234979767)
quick easy dinner for two (https://app.pinclicks.com/keyword/quick-easy-dinner-for-two/931074849684)
easy dinner ideas for 2 (https://app.pinclicks.com/keyword/easy-dinner-ideas-for-2/898014405231)
quick dinner for 2 (https://app.pinclicks.com/keyword/quick-dinner-for-2/895847241519)"
